case	kind	index	ah	av	lh	lv	rh	rv
trapezoid-dst-key2+37	R	22	107.708333333	250	107.708333333	250	107.708333333	250
trapezoid-dst-key2+37	R	23	25	250	25	250	25	250
trapezoid-dst-key2+37	R	24	0	300	0	300	0	300
trapezoid-dst-key2+37	R	25	93.611111111	300	93.611111111	300	93.611111111	300
trapezoid-dst-key2+37	R	26	205.944444444	300	205.944444444	300	205.944444444	300
trapezoid-dst-key2+37	R	27	299.555555556	300	299.555555556	300	299.555555556	300
trapezoid-dst-key2+37	R	28	430.611111111	300	430.611111111	300	430.611111111	300
trapezoid-dst-key2+37	R	29	561.666666667	300	561.666666667	300	561.666666667	300
trapezoid-dst-key3+37	R	0	100	100	100	100	100	100
trapezoid-dst-key3+37	R	1	150	100	150	100	150	100
trapezoid-dst-key3+37	R	2	210	100	210	100	210	100
trapezoid-dst-key3+37	R	3	260	100	260	100	260	100
trapezoid-dst-key3+37	R	4	330	100	330	100	330	100
trapezoid-dst-key3+37	R	5	400	100	400	100	400	100
trapezoid-dst-key3+37	R	6	423.7	147.4	423.7	147.4	423.7	147.4
trapezoid-dst-key3+37	R	7	343.503333333	145.673333333	343.503333333	145.673333333	343.503333333	145.673333333
trapezoid-dst-key3+37	R	8	263.306666667	143.946666667	263.306666667	143.946666667	263.306666667	143.946666667
trapezoid-dst-key3+37	R	9	206.023333333	142.713333333	206.023333333	142.713333333	206.023333333	142.713333333
trapezoid-dst-key3+37	R	10	137.283333333	141.233333333	137.283333333	141.233333333	137.283333333	141.233333333
trapezoid-dst-key3+37	R	11	80	140	80	140	80	140
trapezoid-dst-key3+37	R	12	55	190	55	190	55	190
trapezoid-dst-key3+37	R	13	121.3875	192.775	121.3875	192.775	121.3875	192.775
trapezoid-dst-key3+37	R	14	201.0525	196.105	201.0525	196.105	201.0525	196.105
trapezoid-dst-key3+37	R	15	267.44	198.88	267.44	198.88	267.44	198.88
trapezoid-dst-key3+37	R	16	360.3825	202.765	360.3825	202.765	360.3825	202.765
trapezoid-dst-key3+37	R	17	453.325	206.65	453.325	206.65	453.325	206.65
trapezoid-dst-key3+37	R	18	488.875	277.75	488.875	277.75	488.875	277.75
trapezoid-dst-key3+37	R	19	380.6375	271.275	380.6375	271.275	380.6375	271.275
trapezoid-dst-key3+37	R	20	272.4	264.8	272.4	264.8	272.4	264.8
trapezoid-dst-key3+37	R	21	195.0875	260.175	195.0875	260.175	195.0875	260.175
trapezoid-dst-key3+37	R	22	102.3125	254.625	102.3125	254.625	102.3125	254.625
trapezoid-dst-key3+37	R	23	25	250	25	250	25	250
trapezoid-dst-key3+37	R	24	0	300	0	300	0	300
trapezoid-dst-key3+37	R	25	86.416666667	306.166666667	86.416666667	306.166666667	86.416666667	306.166666667
trapezoid-dst-key3+37	R	26	190.116666667	313.566666667	190.116666667	313.566666667	190.116666667	313.566666667
trapezoid-dst-key3+37	R	27	276.533333333	319.733333333	276.533333333	319.733333333	276.533333333	319.733333333
trapezoid-dst-key3+37	R	28	397.516666667	328.366666667	397.516666667	328.366666667	397.516666667	328.366666667
trapezoid-dst-key3+37	R	29	518.5	337	518.5	337	518.5	337
trapezoid-dst-key4+37	R	0	137	100	137	100	137	100
trapezoid-dst-key4+37	R	1	180.833333333	100	180.833333333	100	180.833333333	100
trapezoid-dst-key4+37	R	2	233.433333333	100	233.433333333	100	233.433333333	100
trapezoid-dst-key4+37	R	3	277.266666667	100	277.266666667	100	277.266666667	100
trapezoid-dst-key4+37	R	4	338.633333333	100	338.633333333	100	338.633333333	100
trapezoid-dst-key4+37	R	5	400	100	400	100	400	100
trapezoid-dst-key4+37	R	6	420	140	420	140	420	140
trapezoid-dst-key4+37	R	7	347.573333333	140	347.573333333	140	347.573333333	140
trapezoid-dst-key4+37	R	8	275.146666667	140	275.146666667	140	275.146666667	140
trapezoid-dst-key4+37	R	9	223.413333333	140	223.413333333	140	223.413333333	140
trapezoid-dst-key4+37	R	10	161.333333333	140	161.333333333	140	161.333333333	140
trapezoid-dst-key4+37	R	11	109.6	140	109.6	140	109.6	140
trapezoid-dst-key4+37	R	12	75.35	190	75.35	190	75.35	190
trapezoid-dst-key4+37	R	13	136.958333333	190	136.958333333	190	136.958333333	190
trapezoid-dst-key4+37	R	14	210.888333333	190	210.888333333	190	210.888333333	190
trapezoid-dst-key4+37	R	15	272.496666667	190	272.496666667	190	272.496666667	190
trapezoid-dst-key4+37	R	16	358.748333333	190	358.748333333	190	358.748333333	190
trapezoid-dst-key4+37	R	17	445	190	445	190	445	190
trapezoid-dst-key4+37	R	18	475	250	475	250	475	250
trapezoid-dst-key4+37	R	19	372.158333333	250	372.158333333	250	372.158333333	250
trapezoid-dst-key4+37	R	20	269.316666667	250	269.316666667	250	269.316666667	250
trapezoid-dst-key4+37	R	21	195.858333333	250	195.858333333	250	195.858333333	250
trapezoid-dst-key4+37	R	22	107.708333333	250	107.708333333	250	107.708333333	250
trapezoid-dst-key4+37	R	23	34.25	250	34.25	250	34.25	250
trapezoid-dst-key4+37	R	24	0	300	0	300	0	300
trapezoid-dst-key4+37	R	25	83.333333333	300	83.333333333	300	83.333333333	300
trapezoid-dst-key4+37	R	26	183.333333333	300	183.333333333	300	183.333333333	300
trapezoid-dst-key4+37	R	27	266.666666667	300	266.666666667	300	266.666666667	300
trapezoid-dst-key4+37	R	28	383.333333333	300	383.333333333	300	383.333333333	300
trapezoid-dst-key4+37	R	29	500	300	500	300	500	300
trapezoid-dst-key5+37	R	0	81.5	137	81.5	137	81.5	137
trapezoid-dst-key5+37	R	1	134.583333333	130.833333333	134.583333333	130.833333333	134.583333333	130.833333333
trapezoid-dst-key5+37	R	2	198.283333333	123.433333333	198.283333333	123.433333333	198.283333333	123.433333333
trapezoid-dst-key5+37	R	3	251.366666667	117.266666667	251.366666667	117.266666667	251.366666667	117.266666667
trapezoid-dst-key5+37	R	4	325.683333333	108.633333333	325.683333333	108.633333333	325.683333333	108.633333333
trapezoid-dst-key5+37	R	5	400	100	400	100	400	100
trapezoid-dst-key5+37	R	6	420	140	420	140	420	140
trapezoid-dst-key5+37	R	7	337.213333333	146.906666667	337.213333333	146.906666667	337.213333333	146.906666667
trapezoid-dst-key5+37	R	8	254.426666667	153.813333333	254.426666667	153.813333333	254.426666667	153.813333333
trapezoid-dst-key5+37	R	9	195.293333333	158.746666667	195.293333333	158.746666667	195.293333333	158.746666667
trapezoid-dst-key5+37	R	10	124.333333333	164.666666667	124.333333333	164.666666667	124.333333333	164.666666667
trapezoid-dst-key5+37	R	11	65.2	169.6	65.2	169.6	65.2	169.6
trapezoid-dst-key5+37	R	12	44.825	210.35	44.825	210.35	44.825	210.35
trapezoid-dst-key5+37	R	13	111.520833333	206.958333333	111.520833333	206.958333333	111.520833333	206.958333333
trapezoid-dst-key5+37	R	14	191.555833333	202.888333333	191.555833333	202.888333333	191.555833333	202.888333333
trapezoid-dst-key5+37	R	15	258.251666667	199.496666667	258.251666667	199.496666667	258.251666667	199.496666667
trapezoid-dst-key5+37	R	16	351.625833333	194.748333333	351.625833333	194.748333333	351.625833333	194.748333333
trapezoid-dst-key5+37	R	17	445	190	445	190	445	190
trapezoid-dst-key5+37	R	18	475	250	475	250	475	250
trapezoid-dst-key5+37	R	19	368.920833333	252.158333333	368.920833333	252.158333333	368.920833333	252.158333333
trapezoid-dst-key5+37	R	20	262.841666667	254.316666667	262.841666667	254.316666667	262.841666667	254.316666667
trapezoid-dst-key5+37	R	21	187.070833333	255.858333333	187.070833333	255.858333333	187.070833333	255.858333333
trapezoid-dst-key5+37	R	22	96.145833333	257.708333333	96.145833333	257.708333333	96.145833333	257.708333333
trapezoid-dst-key5+37	R	23	20.375	259.25	20.375	259.25	20.375	259.25
trapezoid-dst-key5+37	R	24	0	300	0	300	0	300
trapezoid-dst-key5+37	R	25	83.333333333	300	83.333333333	300	83.333333333	300
trapezoid-dst-key5+37	R	26	183.333333333	300	183.333333333	300	183.333333333	300
trapezoid-dst-key5+37	R	27	266.666666667	300	266.666666667	300	266.666666667	300
trapezoid-dst-key5+37	R	28	383.333333333	300	383.333333333	300	383.333333333	300
trapezoid-dst-key5+37	R	29	500	300	500	300	500	300
trapezoid-dst-key6+37	R	0	100	100	100	100	100	100
trapezoid-dst-key6+37	R	1	156.166666667	100	156.166666667	100	156.166666667	100
trapezoid-dst-key6+37	R	2	223.566666667	100	223.566666667	100	223.566666667	100
trapezoid-dst-key6+37	R	3	279.733333333	100	279.733333333	100	279.733333333	100
trapezoid-dst-key6+37	R	4	358.366666667	100	358.366666667	100	358.366666667	100
trapezoid-dst-key6+37	R	5	437	100	437	100	437	100
trapezoid-dst-key6+37	R	6	449.6	140	449.6	140	449.6	140
trapezoid-dst-key6+37	R	7	363.36	140	363.36	140	363.36	140
trapezoid-dst-key6+37	R	8	277.12	140	277.12	140	277.12	140
trapezoid-dst-key6+37	R	9	215.52	140	215.52	140	215.52	140
trapezoid-dst-key6+37	R	10	141.6	140	141.6	140	141.6	140
trapezoid-dst-key6+37	R	11	80	140	80	140	80	140
trapezoid-dst-key6+37	R	12	55	190	55	190	55	190
trapezoid-dst-key6+37	R	13	123.391666667	190	123.391666667	190	123.391666667	190
trapezoid-dst-key6+37	R	14	205.461666667	190	205.461666667	190	205.461666667	190
trapezoid-dst-key6+37	R	15	273.853333333	190	273.853333333	190	273.853333333	190
trapezoid-dst-key6+37	R	16	369.601666667	190	369.601666667	190	369.601666667	190
trapezoid-dst-key6+37	R	17	465.35	190	465.35	190	465.35	190
trapezoid-dst-key6+37	R	18	484.25	250	484.25	250	484.25	250
trapezoid-dst-key6+37	R	19	377.091666667	250	377.091666667	250	377.091666667	250
trapezoid-dst-key6+37	R	20	269.933333333	250	269.933333333	250	269.933333333	250
trapezoid-dst-key6+37	R	21	193.391666667	250	193.391666667	250	193.391666667	250
trapezoid-dst-key6+37	R	22	101.541666667	250	101.541666667	250	101.541666667	250
trapezoid-dst-key6+37	R	23	25	250	25	250	25	250
trapezoid-dst-key6+37	R	24	0	300	0	300	0	300
trapezoid-dst-key6+37	R	25	83.333333333	300	83.333333333	300	83.333333333	300
trapezoid-dst-key6+37	R	26	183.333333333	300	183.333333333	300	183.333333333	300
trapezoid-dst-key6+37	R	27	266.666666667	300	266.666666667	300	266.666666667	300
trapezoid-dst-key6+37	R	28	383.333333333	300	383.333333333	300	383.333333333	300
trapezoid-dst-key6+37	R	29	500	300	500	300	500	300
trapezoid-dst-key7+37	R	0	100	100	100	100	100	100
trapezoid-dst-key7+37	R	1	153.083333333	106.166666667	153.083333333	106.166666667	153.083333333	106.166666667
trapezoid-dst-key7+37	R	2	216.783333333	113.566666667	216.783333333	113.566666667	216.783333333	113.566666667
trapezoid-dst-key7+37	R	3	269.866666667	119.733333333	269.866666667	119.733333333	269.866666667	119.733333333
trapezoid-dst-key7+37	R	4	344.183333333	128.366666667	344.183333333	128.366666667	344.183333333	128.366666667
trapezoid-dst-key7+37	R	5	418.5	137	418.5	137	418.5	137
trapezoid-dst-key7+37	R	6	434.8	169.6	434.8	169.6	434.8	169.6
trapezoid-dst-key7+37	R	7	352.013333333	162.693333333	352.013333333	162.693333333	352.013333333	162.693333333
trapezoid-dst-key7+37	R	8	269.226666667	155.786666667	269.226666667	155.786666667	269.226666667	155.786666667
trapezoid-dst-key7+37	R	9	210.093333333	150.853333333	210.093333333	150.853333333	210.093333333	150.853333333
trapezoid-dst-key7+37	R	10	139.133333333	144.933333333	139.133333333	144.933333333	139.133333333	144.933333333
trapezoid-dst-key7+37	R	11	80	140	80	140	80	140
trapezoid-dst-key7+37	R	12	55	190	55	190	55	190
trapezoid-dst-key7+37	R	13	121.695833333	193.391666667	121.695833333	193.391666667	121.695833333	193.391666667
trapezoid-dst-key7+37	R	14	201.730833333	197.461666667	201.730833333	197.461666667	201.730833333	197.461666667
trapezoid-dst-key7+37	R	15	268.426666667	200.853333333	268.426666667	200.853333333	268.426666667	200.853333333
trapezoid-dst-key7+37	R	16	361.800833333	205.601666667	361.800833333	205.601666667	361.800833333	205.601666667
trapezoid-dst-key7+37	R	17	455.175	210.35	455.175	210.35	455.175	210.35
trapezoid-dst-key7+37	R	18	479.625	259.25	479.625	259.25	479.625	259.25
trapezoid-dst-key7+37	R	19	373.545833333	257.091666667	373.545833333	257.091666667	373.545833333	257.091666667
trapezoid-dst-key7+37	R	20	267.466666667	254.933333333	267.466666667	254.933333333	267.466666667	254.933333333
trapezoid-dst-key7+37	R	21	191.695833333	253.391666667	191.695833333	253.391666667	191.695833333	253.391666667
trapezoid-dst-key7+37	R	22	100.770833333	251.541666667	100.770833333	251.541666667	100.770833333	251.541666667
trapezoid-dst-key7+37	R	23	25	250	25	250	25	250
trapezoid-dst-key7+37	R	24	0	300	0	300	0	300
trapezoid-dst-key7+37	R	25	83.333333333	300	83.333333333	300	83.333333333	300
trapezoid-dst-key7+37	R	26	183.333333333	300	183.333333333	300	183.333333333	300
trapezoid-dst-key7+37	R	27	266.666666667	300	266.666666667	300	266.666666667	300
trapezoid-dst-key7+37	R	28	383.333333333	300	383.333333333	300	383.333333333	300
trapezoid-dst-key7+37	R	29	500	300	500	300	500	300
trapezoid-dst-corner0-diagonal	R	0	100	100	100	100	100	100
trapezoid-dst-corner0-diagonal	R	1	150	100	150	100	150	100
trapezoid-dst-corner0-diagonal	R	2	210	100	210	100	210	100
trapezoid-dst-corner0-diagonal	R	3	260	100	260	100	260	100
trapezoid-dst-corner0-diagonal	R	4	330	100	330	100	330	100
trapezoid-dst-corner0-diagonal	R	5	400	100	400	100	400	100
trapezoid-dst-corner0-diagonal	R	6	420	140	420	140	420	140
trapezoid-dst-corner0-diagonal	R	7	342.894066667	141.726666667	342.894066667	141.726666667	342.894066667	141.726666667
trapezoid-dst-corner0-diagonal	R	8	265.788133333	143.453333333	265.788133333	143.453333333	265.788133333	143.453333333
trapezoid-dst-corner0-diagonal	R	9	210.712466667	144.686666667	210.712466667	144.686666667	210.712466667	144.686666667
trapezoid-dst-corner0-diagonal	R	10	144.621666667	146.166666667	144.621666667	146.166666667	144.621666667	146.166666667
trapezoid-dst-corner0-diagonal	R	11	89.546	147.4	89.546	147.4	89.546	147.4
trapezoid-dst-corner0-diagonal	R	12	76.4785	206.65	76.4785	206.65	76.4785	206.65
trapezoid-dst-corner0-diagonal	R	13	137.89875	203.875	137.89875	203.875	137.89875	203.875
trapezoid-dst-corner0-diagonal	R	14	211.60305	200.545	211.60305	200.545	211.60305	200.545
trapezoid-dst-corner0-diagonal	R	15	273.0233	197.77	273.0233	197.77	273.0233	197.77
trapezoid-dst-corner0-diagonal	R	16	359.01165	193.885	359.01165	193.885	359.01165	193.885
trapezoid-dst-corner0-diagonal	R	17	445	190	445	190	445	190
trapezoid-dst-corner0-diagonal	R	18	475	250	475	250	475	250
trapezoid-dst-corner0-diagonal	R	19	378.35275	256.475	378.35275	256.475	378.35275	256.475
trapezoid-dst-corner0-diagonal	R	20	281.7055	262.95	281.7055	262.95	281.7055	262.95
trapezoid-dst-corner0-diagonal	R	21	212.67175	267.575	212.67175	267.575	212.67175	267.575
trapezoid-dst-corner0-diagonal	R	22	129.83125	273.125	129.83125	273.125	129.83125	273.125
trapezoid-dst-corner0-diagonal	R	23	60.7975	277.75	60.7975	277.75	60.7975	277.75
trapezoid-dst-corner0-diagonal	R	24	47.73	337	47.73	337	47.73	337
trapezoid-dst-corner0-diagonal	R	25	123.108333333	330.833333333	123.108333333	330.833333333	123.108333333	330.833333333
trapezoid-dst-corner0-diagonal	R	26	213.562333333	323.433333333	213.562333333	323.433333333	213.562333333	323.433333333
trapezoid-dst-corner0-diagonal	R	27	288.940666667	317.266666667	288.940666667	317.266666667	288.940666667	317.266666667
trapezoid-dst-corner0-diagonal	R	28	394.470333333	308.633333333	394.470333333	308.633333333	394.470333333	308.633333333
trapezoid-dst-corner0-diagonal	R	29	500	300	500	300	500	300
trapezoid-dst-corner0-at-corner3	R	0	100	100	100	100	100	100
trapezoid-dst-corner0-at-corner3	R	1	150	100	150	100	150	100
trapezoid-dst-corner0-at-corner3	R	2	210	100	210	100	210	100
trapezoid-dst-corner0-at-corner3	R	3	260	100	260	100	260	100
trapezoid-dst-corner0-at-corner3	R	4	330	100	330	100	330	100
trapezoid-dst-corner0-at-corner3	R	5	400	100	400	100	400	100
trapezoid-dst-corner0-at-corner3	R	6	420	140	420	140	420	140
trapezoid-dst-corner0-at-corner3	R	7	359.333333333	130.666666667	359.333333333	130.666666667	359.333333333	130.666666667
trapezoid-dst-corner0-at-corner3	R	8	298.666666667	121.333333333	298.666666667	121.333333333	298.666666667	121.333333333
trapezoid-dst-corner0-at-corner3	R	9	255.333333333	114.666666667	255.333333333	114.666666667	255.333333333	114.666666667
trapezoid-dst-corner0-at-corner3	R	10	203.333333333	106.666666667	203.333333333	106.666666667	203.333333333	106.666666667
trapezoid-dst-corner0-at-corner3	R	11	160	100	160	100	160	100
trapezoid-dst-corner0-at-corner3	R	12	235	100	235	100	235	100
trapezoid-dst-corner0-at-corner3	R	13	270	115	270	115	270	115
trapezoid-dst-corner0-at-corner3	R	14	312	133	312	133	312	133
trapezoid-dst-corner0-at-corner3	R	15	347	148	347	148	347	148
trapezoid-dst-corner0-at-corner3	R	16	396	169	396	169	396	169
trapezoid-dst-corner0-at-corner3	R	17	445	190	445	190	445	190
trapezoid-dst-corner0-at-corner3	R	18	475	250	475	250	475	250
trapezoid-dst-corner0-at-corner3	R	19	440	215	440	215	440	215
trapezoid-dst-corner0-at-corner3	R	20	405	180	405	180	405	180
trapezoid-dst-corner0-at-corner3	R	21	380	155	380	155	380	155
trapezoid-dst-corner0-at-corner3	R	22	350	125	350	125	350	125
trapezoid-dst-corner0-at-corner3	R	23	325	100	325	100	325	100
trapezoid-dst-corner0-at-corner3	R	24	400	100	400	100	400	100
trapezoid-dst-corner0-at-corner3	R	25	416.666666667	133.333333333	416.666666667	133.333333333	416.666666667	133.333333333
trapezoid-dst-corner0-at-corner3	R	26	436.666666667	173.333333333	436.666666667	173.333333333	436.666666667	173.333333333
trapezoid-dst-corner0-at-corner3	R	27	453.333333333	206.666666667	453.333333333	206.666666667	453.333333333	206.666666667
trapezoid-dst-corner0-at-corner3	R	28	476.666666667	253.333333333	476.666666667	253.333333333	476.666666667	253.333333333
trapezoid-dst-corner0-at-corner3	R	29	500	300	500	300	500	300
trapezoid-dst-corner1-diagonal	R	0	100	100	100	100	100	100
trapezoid-dst-corner1-diagonal	R	1	150	100	150	100	150	100
trapezoid-dst-corner1-diagonal	R	2	210	100	210	100	210	100
trapezoid-dst-corner1-diagonal	R	3	260	100	260	100	260	100
trapezoid-dst-corner1-diagonal	R	4	330	100	330	100	330	100
trapezoid-dst-corner1-diagonal	R	5	400	100	400	100	400	100
trapezoid-dst-corner1-diagonal	R	6	436.946	147.4	436.946	147.4	436.946	147.4
trapezoid-dst-corner1-diagonal	R	7	353.6586	145.673333333	353.6586	145.673333333	353.6586	145.673333333
trapezoid-dst-corner1-diagonal	R	8	270.3712	143.946666667	270.3712	143.946666667	270.3712	143.946666667
trapezoid-dst-corner1-diagonal	R	9	210.8802	142.713333333	210.8802	142.713333333	210.8802	142.713333333
trapezoid-dst-corner1-diagonal	R	10	139.491	141.233333333	139.491	141.233333333	139.491	141.233333333
trapezoid-dst-corner1-diagonal	R	11	80	140	80	140	80	140
trapezoid-dst-corner1-diagonal	R	12	55	190	55	190	55	190
trapezoid-dst-corner1-diagonal	R	13	126.35475	192.775	126.35475	192.775	126.35475	192.775
trapezoid-dst-corner1-diagonal	R	14	211.98045	196.105	211.98045	196.105	211.98045	196.105
trapezoid-dst-corner1-diagonal	R	15	283.3352	198.88	283.3352	198.88	283.3352	198.88
trapezoid-dst-corner1-diagonal	R	16	383.23185	202.765	383.23185	202.765	383.23185	202.765
trapezoid-dst-corner1-diagonal	R	17	483.1285	206.65	483.1285	206.65	483.1285	206.65
trapezoid-dst-corner1-diagonal	R	18	538.5475	277.75	538.5475	277.75	538.5475	277.75
trapezoid-dst-corner1-diagonal	R	19	418.71975	271.275	418.71975	271.275	418.71975	271.275
trapezoid-dst-corner1-diagonal	R	20	298.892	264.8	298.892	264.8	298.892	264.8
trapezoid-dst-corner1-diagonal	R	21	213.30075	260.175	213.30075	260.175	213.30075	260.175
trapezoid-dst-corner1-diagonal	R	22	110.59125	254.625	110.59125	254.625	110.59125	254.625
trapezoid-dst-corner1-diagonal	R	23	25	250	25	250	25	250
trapezoid-dst-corner1-diagonal	R	24	0	300	0	300	0	300
trapezoid-dst-corner1-diagonal	R	25	97.455	306.166666667	97.455	306.166666667	97.455	306.166666667
trapezoid-dst-corner1-diagonal	R	26	214.401	313.566666667	214.401	313.566666667	214.401	313.566666667
trapezoid-dst-corner1-diagonal	R	27	311.856	319.733333333	311.856	319.733333333	311.856	319.733333333
trapezoid-dst-corner1-diagonal	R	28	448.293	328.366666667	448.293	328.366666667	448.293	328.366666667
trapezoid-dst-corner1-diagonal	R	29	584.73	337	584.73	337	584.73	337
trapezoid-dst-corner1-at-corner2	R	0	100	100	100	100	100	100
trapezoid-dst-corner1-at-corner2	R	1	150	100	150	100	150	100
trapezoid-dst-corner1-at-corner2	R	2	210	100	210	100	210	100
trapezoid-dst-corner1-at-corner2	R	3	260	100	260	100	260	100
trapezoid-dst-corner1-at-corner2	R	4	330	100	330	100	330	100
trapezoid-dst-corner1-at-corner2	R	5	400	100	400	100	400	100
trapezoid-dst-corner1-at-corner2	R	6	340	100	340	100	340	100
trapezoid-dst-corner1-at-corner2	R	7	279.333333333	109.333333333	279.333333333	109.333333333	279.333333333	109.333333333
trapezoid-dst-corner1-at-corner2	R	8	218.666666667	118.666666667	218.666666667	118.666666667	218.666666667	118.666666667
trapezoid-dst-corner1-at-corner2	R	9	175.333333333	125.333333333	175.333333333	125.333333333	175.333333333	125.333333333
trapezoid-dst-corner1-at-corner2	R	10	123.333333333	133.333333333	123.333333333	133.333333333	123.333333333	133.333333333
trapezoid-dst-corner1-at-corner2	R	11	80	140	80	140	80	140
trapezoid-dst-corner1-at-corner2	R	12	55	190	55	190	55	190
trapezoid-dst-corner1-at-corner2	R	13	90	175	90	175	90	175
trapezoid-dst-corner1-at-corner2	R	14	132	157	132	157	132	157
trapezoid-dst-corner1-at-corner2	R	15	167	142	167	142	167	142
trapezoid-dst-corner1-at-corner2	R	16	216	121	216	121	216	121
trapezoid-dst-corner1-at-corner2	R	17	265	100	265	100	265	100
trapezoid-dst-corner1-at-corner2	R	18	175	100	175	100	175	100
trapezoid-dst-corner1-at-corner2	R	19	140	135	140	135	140	135
trapezoid-dst-corner1-at-corner2	R	20	105	170	105	170	105	170
trapezoid-dst-corner1-at-corner2	R	21	80	195	80	195	80	195
trapezoid-dst-corner1-at-corner2	R	22	50	225	50	225	50	225
trapezoid-dst-corner1-at-corner2	R	23	25	250	25	250	25	250
trapezoid-dst-corner1-at-corner2	R	24	0	300	0	300	0	300
trapezoid-dst-corner1-at-corner2	R	25	16.666666667	266.666666667	16.666666667	266.666666667	16.666666667	266.666666667
trapezoid-dst-corner1-at-corner2	R	26	36.666666667	226.666666667	36.666666667	226.666666667	36.666666667	226.666666667
trapezoid-dst-corner1-at-corner2	R	27	53.333333333	193.333333333	53.333333333	193.333333333	53.333333333	193.333333333
trapezoid-dst-corner1-at-corner2	R	28	76.666666667	146.666666667	76.666666667	146.666666667	76.666666667	146.666666667
trapezoid-dst-corner1-at-corner2	R	29	100	100	100	100	100	100
trapezoid-dst-corner2-diagonal	R	0	123.063333333	137	123.063333333	137	123.063333333	137
trapezoid-dst-corner2-diagonal	R	1	169.219444444	130.833333333	169.219444444	130.833333333	169.219444444	130.833333333
trapezoid-dst-corner2-diagonal	R	2	224.606777778	123.433333333	224.606777778	123.433333333	224.606777778	123.433333333
trapezoid-dst-corner2-diagonal	R	3	270.762888889	117.266666667	270.762888889	117.266666667	270.762888889	117.266666667
trapezoid-dst-corner2-diagonal	R	4	335.381444444	108.633333333	335.381444444	108.633333333	335.381444444	108.633333333
trapezoid-dst-corner2-diagonal	R	5	400	100	400	100	400	100
trapezoid-dst-corner2-diagonal	R	6	420	140	420	140	420	140
trapezoid-dst-corner2-diagonal	R	7	344.971822222	146.906666667	344.971822222	146.906666667	344.971822222	146.906666667
trapezoid-dst-corner2-diagonal	R	8	269.943644444	153.813333333	269.943644444	153.813333333	269.943644444	153.813333333
trapezoid-dst-corner2-diagonal	R	9	216.352088889	158.746666667	216.352088889	158.746666667	216.352088889	158.746666667
trapezoid-dst-corner2-diagonal	R	10	152.042222222	164.666666667	152.042222222	164.666666667	152.042222222	164.666666667
trapezoid-dst-corner2-diagonal	R	11	98.450666667	169.6	98.450666667	169.6	98.450666667	169.6
trapezoid-dst-corner2-diagonal	R	12	67.684833333	210.35	67.684833333	210.35	67.684833333	210.35
trapezoid-dst-corner2-diagonal	R	13	130.570694444	206.958333333	130.570694444	206.958333333	130.570694444	206.958333333
trapezoid-dst-corner2-diagonal	R	14	206.033727778	202.888333333	206.033727778	202.888333333	206.033727778	202.888333333
trapezoid-dst-corner2-diagonal	R	15	268.919588889	199.496666667	268.919588889	199.496666667	268.919588889	199.496666667
trapezoid-dst-corner2-diagonal	R	16	356.959794444	194.748333333	356.959794444	194.748333333	356.959794444	194.748333333
trapezoid-dst-corner2-diagonal	R	17	445	190	445	190	445	190
trapezoid-dst-corner2-diagonal	R	18	475	250	475	250	475	250
trapezoid-dst-corner2-diagonal	R	19	371.345361111	252.158333333	371.345361111	252.158333333	371.345361111	252.158333333
trapezoid-dst-corner2-diagonal	R	20	267.690722222	254.316666667	267.690722222	254.316666667	267.690722222	254.316666667
trapezoid-dst-corner2-diagonal	R	21	193.651694444	255.858333333	193.651694444	255.858333333	193.651694444	255.858333333
trapezoid-dst-corner2-diagonal	R	22	104.804861111	257.708333333	104.804861111	257.708333333	104.804861111	257.708333333
trapezoid-dst-corner2-diagonal	R	23	30.765833333	259.25	30.765833333	259.25	30.765833333	259.25
trapezoid-dst-corner2-diagonal	R	24	0	300	0	300	0	300
trapezoid-dst-corner2-diagonal	R	25	83.333333333	300	83.333333333	300	83.333333333	300
trapezoid-dst-corner2-diagonal	R	26	183.333333333	300	183.333333333	300	183.333333333	300
trapezoid-dst-corner2-diagonal	R	27	266.666666667	300	266.666666667	300	266.666666667	300
trapezoid-dst-corner2-diagonal	R	28	383.333333333	300	383.333333333	300	383.333333333	300
trapezoid-dst-corner2-diagonal	R	29	500	300	500	300	500	300
trapezoid-dst-corner2-at-corner1	R	0	500	300	500	300	500	300
trapezoid-dst-corner2-at-corner1	R	1	483.333333333	266.666666667	483.333333333	266.666666667	483.333333333	266.666666667
trapezoid-dst-corner2-at-corner1	R	2	463.333333333	226.666666667	463.333333333	226.666666667	463.333333333	226.666666667
trapezoid-dst-corner2-at-corner1	R	3	446.666666667	193.333333333	446.666666667	193.333333333	446.666666667	193.333333333
trapezoid-dst-corner2-at-corner1	R	4	423.333333333	146.666666667	423.333333333	146.666666667	423.333333333	146.666666667
trapezoid-dst-corner2-at-corner1	R	5	400	100	400	100	400	100
trapezoid-dst-corner2-at-corner1	R	6	420	140	420	140	420	140
trapezoid-dst-corner2-at-corner1	R	7	415.333333333	177.333333333	415.333333333	177.333333333	415.333333333	177.333333333
trapezoid-dst-corner2-at-corner1	R	8	410.666666667	214.666666667	410.666666667	214.666666667	410.666666667	214.666666667
trapezoid-dst-corner2-at-corner1	R	9	407.333333333	241.333333333	407.333333333	241.333333333	407.333333333	241.333333333
trapezoid-dst-corner2-at-corner1	R	10	403.333333333	273.333333333	403.333333333	273.333333333	403.333333333	273.333333333
trapezoid-dst-corner2-at-corner1	R	11	400	300	400	300	400	300
trapezoid-dst-corner2-at-corner1	R	12	275	300	275	300	275	300
