case	kind	index	ah	av	lh	lv	rh	rv
trapezoid-dst-corner2-at-corner1	R	13	303.333333333	281.666666667	303.333333333	281.666666667	303.333333333	281.666666667
trapezoid-dst-corner2-at-corner1	R	14	337.333333333	259.666666667	337.333333333	259.666666667	337.333333333	259.666666667
trapezoid-dst-corner2-at-corner1	R	15	365.666666667	241.333333333	365.666666667	241.333333333	365.666666667	241.333333333
trapezoid-dst-corner2-at-corner1	R	16	405.333333333	215.666666667	405.333333333	215.666666667	405.333333333	215.666666667
trapezoid-dst-corner2-at-corner1	R	17	445	190	445	190	445	190
trapezoid-dst-corner2-at-corner1	R	18	475	250	475	250	475	250
trapezoid-dst-corner2-at-corner1	R	19	393.333333333	261.666666667	393.333333333	261.666666667	393.333333333	261.666666667
trapezoid-dst-corner2-at-corner1	R	20	311.666666667	273.333333333	311.666666667	273.333333333	311.666666667	273.333333333
trapezoid-dst-corner2-at-corner1	R	21	253.333333333	281.666666667	253.333333333	281.666666667	253.333333333	281.666666667
trapezoid-dst-corner2-at-corner1	R	22	183.333333333	291.666666667	183.333333333	291.666666667	183.333333333	291.666666667
trapezoid-dst-corner2-at-corner1	R	23	125	300	125	300	125	300
trapezoid-dst-corner2-at-corner1	R	24	0	300	0	300	0	300
trapezoid-dst-corner2-at-corner1	R	25	83.333333333	300	83.333333333	300	83.333333333	300
trapezoid-dst-corner2-at-corner1	R	26	183.333333333	300	183.333333333	300	183.333333333	300
trapezoid-dst-corner2-at-corner1	R	27	266.666666667	300	266.666666667	300	266.666666667	300
trapezoid-dst-corner2-at-corner1	R	28	383.333333333	300	383.333333333	300	383.333333333	300
trapezoid-dst-corner2-at-corner1	R	29	500	300	500	300	500	300
trapezoid-dst-corner3-diagonal	R	0	100	100	100	100	100	100
trapezoid-dst-corner3-diagonal	R	1	160.010555556	106.166666667	160.010555556	106.166666667	160.010555556	106.166666667
trapezoid-dst-corner3-diagonal	R	2	232.023222222	113.566666667	232.023222222	113.566666667	232.023222222	113.566666667
trapezoid-dst-corner3-diagonal	R	3	292.033777778	119.733333333	292.033777778	119.733333333	292.033777778	119.733333333
trapezoid-dst-corner3-diagonal	R	4	376.048555556	128.366666667	376.048555556	128.366666667	376.048555556	128.366666667
trapezoid-dst-corner3-diagonal	R	5	460.063333333	137	460.063333333	137	460.063333333	137
trapezoid-dst-corner3-diagonal	R	6	468.050666667	169.6	468.050666667	169.6	468.050666667	169.6
trapezoid-dst-corner3-diagonal	R	7	377.505511111	162.693333333	377.505511111	162.693333333	377.505511111	162.693333333
trapezoid-dst-corner3-diagonal	R	8	286.960355556	155.786666667	286.960355556	155.786666667	286.960355556	155.786666667
trapezoid-dst-corner3-diagonal	R	9	222.285244444	150.853333333	222.285244444	150.853333333	222.285244444	150.853333333
trapezoid-dst-corner3-diagonal	R	10	144.675111111	144.933333333	144.675111111	144.933333333	144.675111111	144.933333333
trapezoid-dst-corner3-diagonal	R	11	80	140	80	140	80	140
trapezoid-dst-corner3-diagonal	R	12	55	190	55	190	55	190
trapezoid-dst-corner3-diagonal	R	13	125.505805556	193.391666667	125.505805556	193.391666667	125.505805556	193.391666667
trapezoid-dst-corner3-diagonal	R	14	210.112772222	197.461666667	210.112772222	197.461666667	210.112772222	197.461666667
trapezoid-dst-corner3-diagonal	R	15	280.618577778	200.853333333	280.618577778	200.853333333	280.618577778	200.853333333
trapezoid-dst-corner3-diagonal	R	16	379.326705556	205.601666667	379.326705556	205.601666667	379.326705556	205.601666667
trapezoid-dst-corner3-diagonal	R	17	478.034833333	210.35	478.034833333	210.35	478.034833333	210.35
trapezoid-dst-corner3-diagonal	R	18	490.015833333	259.25	490.015833333	259.25	490.015833333	259.25
trapezoid-dst-corner3-diagonal	R	19	381.512138889	257.091666667	381.512138889	257.091666667	381.512138889	257.091666667
trapezoid-dst-corner3-diagonal	R	20	273.008444444	254.933333333	273.008444444	254.933333333	273.008444444	254.933333333
trapezoid-dst-corner3-diagonal	R	21	195.505805556	253.391666667	195.505805556	253.391666667	195.505805556	253.391666667
trapezoid-dst-corner3-diagonal	R	22	102.502638889	251.541666667	102.502638889	251.541666667	102.502638889	251.541666667
trapezoid-dst-corner3-diagonal	R	23	25	250	25	250	25	250
trapezoid-dst-corner3-diagonal	R	24	0	300	0	300	0	300
trapezoid-dst-corner3-diagonal	R	25	83.333333333	300	83.333333333	300	83.333333333	300
trapezoid-dst-corner3-diagonal	R	26	183.333333333	300	183.333333333	300	183.333333333	300
trapezoid-dst-corner3-diagonal	R	27	266.666666667	300	266.666666667	300	266.666666667	300
trapezoid-dst-corner3-diagonal	R	28	383.333333333	300	383.333333333	300	383.333333333	300
trapezoid-dst-corner3-diagonal	R	29	500	300	500	300	500	300
trapezoid-dst-corner3-at-corner0	R	0	100	100	100	100	100	100
trapezoid-dst-corner3-at-corner0	R	1	83.333333333	133.333333333	83.333333333	133.333333333	83.333333333	133.333333333
trapezoid-dst-corner3-at-corner0	R	2	63.333333333	173.333333333	63.333333333	173.333333333	63.333333333	173.333333333
trapezoid-dst-corner3-at-corner0	R	3	46.666666667	206.666666667	46.666666667	206.666666667	46.666666667	206.666666667
trapezoid-dst-corner3-at-corner0	R	4	23.333333333	253.333333333	23.333333333	253.333333333	23.333333333	253.333333333
trapezoid-dst-corner3-at-corner0	R	5	0	300	0	300	0	300
trapezoid-dst-corner3-at-corner0	R	6	100	300	100	300	100	300
trapezoid-dst-corner3-at-corner0	R	7	95.333333333	262.666666667	95.333333333	262.666666667	95.333333333	262.666666667
trapezoid-dst-corner3-at-corner0	R	8	90.666666667	225.333333333	90.666666667	225.333333333	90.666666667	225.333333333
trapezoid-dst-corner3-at-corner0	R	9	87.333333333	198.666666667	87.333333333	198.666666667	87.333333333	198.666666667
trapezoid-dst-corner3-at-corner0	R	10	83.333333333	166.666666667	83.333333333	166.666666667	83.333333333	166.666666667
trapezoid-dst-corner3-at-corner0	R	11	80	140	80	140	80	140
trapezoid-dst-corner3-at-corner0	R	12	55	190	55	190	55	190
trapezoid-dst-corner3-at-corner0	R	13	83.333333333	208.333333333	83.333333333	208.333333333	83.333333333	208.333333333
trapezoid-dst-corner3-at-corner0	R	14	117.333333333	230.333333333	117.333333333	230.333333333	117.333333333	230.333333333
trapezoid-dst-corner3-at-corner0	R	15	145.666666667	248.666666667	145.666666667	248.666666667	145.666666667	248.666666667
trapezoid-dst-corner3-at-corner0	R	16	185.333333333	274.333333333	185.333333333	274.333333333	185.333333333	274.333333333
trapezoid-dst-corner3-at-corner0	R	17	225	300	225	300	225	300
trapezoid-dst-corner3-at-corner0	R	18	375	300	375	300	375	300
trapezoid-dst-corner3-at-corner0	R	19	293.333333333	288.333333333	293.333333333	288.333333333	293.333333333	288.333333333
trapezoid-dst-corner3-at-corner0	R	20	211.666666667	276.666666667	211.666666667	276.666666667	211.666666667	276.666666667
trapezoid-dst-corner3-at-corner0	R	21	153.333333333	268.333333333	153.333333333	268.333333333	153.333333333	268.333333333
trapezoid-dst-corner3-at-corner0	R	22	83.333333333	258.333333333	83.333333333	258.333333333	83.333333333	258.333333333
trapezoid-dst-corner3-at-corner0	R	23	25	250	25	250	25	250
trapezoid-dst-corner3-at-corner0	R	24	0	300	0	300	0	300
trapezoid-dst-corner3-at-corner0	R	25	83.333333333	300	83.333333333	300	83.333333333	300
trapezoid-dst-corner3-at-corner0	R	26	183.333333333	300	183.333333333	300	183.333333333	300
trapezoid-dst-corner3-at-corner0	R	27	266.666666667	300	266.666666667	300	266.666666667	300
trapezoid-dst-corner3-at-corner0	R	28	383.333333333	300	383.333333333	300	383.333333333	300
trapezoid-dst-corner3-at-corner0	R	29	500	300	500	300	500	300
parallelogram-general	R	0	74	80	74	80	74	80
parallelogram-general	R	1	122.333333333	88.333333333	122.333333333	88.333333333	122.333333333	88.333333333
parallelogram-general	R	2	180.333333333	98.333333333	180.333333333	98.333333333	180.333333333	98.333333333
parallelogram-general	R	3	228.666666667	106.666666667	228.666666667	106.666666667	228.666666667	106.666666667
parallelogram-general	R	4	296.333333333	118.333333333	296.333333333	118.333333333	296.333333333	118.333333333
parallelogram-general	R	5	364	130	364	130	364	130
parallelogram-general	R	6	373.6	162	373.6	162	373.6	162
parallelogram-general	R	7	303.973333333	155.466666667	303.973333333	155.466666667	303.973333333	155.466666667
parallelogram-general	R	8	234.346666667	148.933333333	234.346666667	148.933333333	234.346666667	148.933333333
parallelogram-general	R	9	184.613333333	144.266666667	184.613333333	144.266666667	184.613333333	144.266666667
parallelogram-general	R	10	124.933333333	138.666666667	124.933333333	138.666666667	124.933333333	138.666666667
parallelogram-general	R	11	75.2	134	75.2	134	75.2	134
parallelogram-general	R	12	76.7	201.5	76.7	201.5	76.7	201.5
parallelogram-general	R	13	128.183333333	201.583333333	128.183333333	201.583333333	128.183333333	201.583333333
parallelogram-general	R	14	189.963333333	201.683333333	189.963333333	201.683333333	189.963333333	201.683333333
parallelogram-general	R	15	241.446666667	201.766666667	241.446666667	201.766666667	241.446666667	201.766666667
parallelogram-general	R	16	313.523333333	201.883333333	313.523333333	201.883333333	313.523333333	201.883333333
parallelogram-general	R	17	385.6	202	385.6	202	385.6	202
parallelogram-general	R	18	400	250	400	250	400	250
parallelogram-general	R	19	324.983333333	257.583333333	324.983333333	257.583333333	324.983333333	257.583333333
parallelogram-general	R	20	249.966666667	265.166666667	249.966666667	265.166666667	249.966666667	265.166666667
parallelogram-general	R	21	196.383333333	270.583333333	196.383333333	270.583333333	196.383333333	270.583333333
parallelogram-general	R	22	132.083333333	277.083333333	132.083333333	277.083333333	132.083333333	277.083333333
parallelogram-general	R	23	78.5	282.5	78.5	282.5	78.5	282.5
parallelogram-general	R	24	80	350	80	350	80	350
parallelogram-general	R	25	135.333333333	340	135.333333333	340	135.333333333	340
parallelogram-general	R	26	201.733333333	328	201.733333333	328	201.733333333	328
parallelogram-general	R	27	257.066666667	318	257.066666667	318	257.066666667	318
parallelogram-general	R	28	334.533333333	304	334.533333333	304	334.533333333	304
parallelogram-general	R	29	412	290	412	290	412	290
concave-identity	R	0	100	100	100	100	100	100
concave-identity	R	1	175	80	175	80	175	80
concave-identity	R	2	265	56	265	56	265	56
concave-identity	R	3	340	36	340	36	340	36
concave-identity	R	4	445	8	445	8	445	8
concave-identity	R	5	550	-20	550	-20	550	-20
concave-identity	R	6	520	44	520	44	520	44
concave-identity	R	7	422	66.4	422	66.4	422	66.4
concave-identity	R	8	324	88.8	324	88.8	324	88.8
concave-identity	R	9	254	104.8	254	104.8	254	104.8
concave-identity	R	10	170	124	170	124	170	124
concave-identity	R	11	100	140	100	140	100	140
concave-identity	R	12	100	190	100	190	100	190
concave-identity	R	13	163.75	179	163.75	179	163.75	179
concave-identity	R	14	240.25	165.8	240.25	165.8	240.25	165.8
concave-identity	R	15	304	154.8	304	154.8	304	154.8
concave-identity	R	16	393.25	139.4	393.25	139.4	393.25	139.4
concave-identity	R	17	482.5	124	482.5	124	482.5	124
concave-identity	R	18	437.5	220	437.5	220	437.5	220
concave-identity	R	19	358.75	227	358.75	227	358.75	227
concave-identity	R	20	280	234	280	234	280	234
concave-identity	R	21	223.75	239	223.75	239	223.75	239
concave-identity	R	22	156.25	245	156.25	245	156.25	245
concave-identity	R	23	100	250	100	250	100	250
concave-identity	R	24	100	300	100	300	100	300
concave-identity	R	25	150	300	150	300	150	300
concave-identity	R	26	210	300	210	300	210	300
concave-identity	R	27	260	300	260	300	260	300
concave-identity	R	28	330	300	330	300	330	300
concave-identity	R	29	400	300	400	300	400	300
concave-general	R	0	53.5	93.2	53.5	93.2	53.5	93.2
concave-general	R	1	125.375	84.033333333	125.375	84.033333333	125.375	84.033333333
concave-general	R	2	211.625	73.033333333	211.625	73.033333333	211.625	73.033333333
concave-general	R	3	283.5	63.866666667	283.5	63.866666667	283.5	63.866666667
concave-general	R	4	384.125	51.033333333	384.125	51.033333333	384.125	51.033333333
concave-general	R	5	484.75	38.2	484.75	38.2	484.75	38.2
concave-general	R	6	479.55	87.16	479.55	87.16	479.55	87.16
concave-general	R	7	383.533333333	100.693333333	383.533333333	100.693333333	383.533333333	100.693333333
concave-general	R	8	287.516666667	114.226666667	287.516666667	114.226666667	287.516666667	114.226666667
concave-general	R	9	218.933333333	123.893333333	218.933333333	123.893333333	218.933333333	123.893333333
concave-general	R	10	136.633333333	135.493333333	136.633333333	135.493333333	136.633333333	135.493333333
concave-general	R	11	68.05	145.16	68.05	145.16	68.05	145.16
concave-general	R	12	86.2375	210.11	86.2375	210.11	86.2375	210.11
concave-general	R	13	150.70625	199.818333333	150.70625	199.818333333	150.70625	199.818333333
concave-general	R	14	228.06875	187.468333333	228.06875	187.468333333	228.06875	187.468333333
concave-general	R	15	292.5375	177.176666667	292.5375	177.176666667	292.5375	177.176666667
concave-general	R	16	382.79375	162.768333333	382.79375	162.768333333	382.79375	162.768333333
concave-general	R	17	473.05	148.36	473.05	148.36	473.05	148.36
concave-general	R	18	465.25	221.8	465.25	221.8	465.25	221.8
concave-general	R	19	381.90625	237.258333333	381.90625	237.258333333	381.90625	237.258333333
concave-general	R	20	298.5625	252.716666667	298.5625	252.716666667	298.5625	252.716666667
concave-general	R	21	239.03125	263.758333333	239.03125	263.758333333	239.03125	263.758333333
concave-general	R	22	167.59375	277.008333333	167.59375	277.008333333	167.59375	277.008333333
concave-general	R	23	108.0625	288.05	108.0625	288.05	108.0625	288.05
concave-general	R	24	126.25	353	126.25	353	126.25	353
concave-general	R	25	181.666666667	341.333333333	181.666666667	341.333333333	181.666666667	341.333333333
concave-general	R	26	248.166666667	327.333333333	248.166666667	327.333333333	248.166666667	327.333333333
concave-general	R	27	303.583333333	315.666666667	303.583333333	315.666666667	303.583333333	315.666666667
concave-general	R	28	381.166666667	299.333333333	381.166666667	299.333333333	381.166666667	299.333333333
concave-general	R	29	458.75	283	458.75	283	458.75	283
bow-tie-identity	R	0	100	100	100	100	100	100
bow-tie-identity	R	1	150	100	150	100	150	100
bow-tie-identity	R	2	210	100	210	100	210	100
bow-tie-identity	R	3	260	100	260	100	260	100
bow-tie-identity	R	4	330	100	330	100	330	100
bow-tie-identity	R	5	400	100	400	100	400	100
bow-tie-identity	R	6	340	140	340	140	340	140
bow-tie-identity	R	7	298	140	298	140	298	140
bow-tie-identity	R	8	256	140	256	140	256	140
bow-tie-identity	R	9	226	140	226	140	226	140
bow-tie-identity	R	10	190	140	190	140	190	140
bow-tie-identity	R	11	160	140	160	140	160	140
bow-tie-identity	R	12	235	190	235	190	235	190
bow-tie-identity	R	13	240	190	240	190	240	190
bow-tie-identity	R	14	246	190	246	190	246	190
bow-tie-identity	R	15	251	190	251	190	251	190
bow-tie-identity	R	16	258	190	258	190	258	190
bow-tie-identity	R	17	265	190	265	190	265	190
bow-tie-identity	R	18	175	250	175	250	175	250
bow-tie-identity	R	19	210	250	210	250	210	250
bow-tie-identity	R	20	245	250	245	250	245	250
bow-tie-identity	R	21	270	250	270	250	270	250
bow-tie-identity	R	22	300	250	300	250	300	250
bow-tie-identity	R	23	325	250	325	250	325	250
bow-tie-identity	R	24	400	300	400	300	400	300
bow-tie-identity	R	25	350	300	350	300	350	300
bow-tie-identity	R	26	290	300	290	300	290	300
bow-tie-identity	R	27	240	300	240	300	240	300
bow-tie-identity	R	28	170	300	170	300	170	300
bow-tie-identity	R	29	100	300	100	300	100	300
far-convex-general	R	0	-2376.04743083	264.584980237	-2376.04743083	264.584980237	-2376.04743083	264.584980237
far-convex-general	R	1	-2257.470355731	215.177865613	-2257.470355731	215.177865613	-2257.470355731	215.177865613
far-convex-general	R	2	-2115.177865613	155.889328063	-2115.177865613	155.889328063	-2115.177865613	155.889328063
far-convex-general	R	3	-1996.600790514	106.482213439	-1996.600790514	106.482213439	-1996.600790514	106.482213439
far-convex-general	R	4	-1830.592885375	37.312252964	-1830.592885375	37.312252964	-1830.592885375	37.312252964
far-convex-general	R	5	-1664.584980237	-31.85770751	-1664.584980237	-31.85770751	-1664.584980237	-31.85770751
far-convex-general	R	6	-1602.819499341	-38.540184453	-1602.819499341	-38.540184453	-1602.819499341	-38.540184453
far-convex-general	R	7	-1762.093631972	29.127097058	-1762.093631972	29.127097058	-1762.093631972	29.127097058
far-convex-general	R	8	-1921.367764603	96.794378568	-1921.367764603	96.794378568	-1921.367764603	96.794378568
far-convex-general	R	9	-2035.135002196	145.128151076	-2035.135002196	145.128151076	-2035.135002196	145.128151076
far-convex-general	R	10	-2171.655687308	203.128678085	-2171.655687308	203.128678085	-2171.655687308	203.128678085
far-convex-general	R	11	-2285.422924901	251.462450593	-2285.422924901	251.462450593	-2285.422924901	251.462450593
far-convex-general	R	12	-2172.14229249	235.059288538	-2172.14229249	235.059288538	-2172.14229249	235.059288538
far-convex-general	R	13	-2064.387351779	188.067193676	-2064.387351779	188.067193676	-2064.387351779	188.067193676
far-convex-general	R	14	-1935.081422925	131.676679842	-1935.081422925	131.676679842	-1935.081422925	131.676679842
far-convex-general	R	15	-1827.326482213	84.68458498	-1827.326482213	84.68458498	-1827.326482213	84.68458498
far-convex-general	R	16	-1676.469565217	18.895652174	-1676.469565217	18.895652174	-1676.469565217	18.895652174
far-convex-general	R	17	-1525.612648221	-46.893280632	-1525.612648221	-46.893280632	-1525.612648221	-46.893280632
far-convex-general	R	18	-1432.964426877	-56.916996047	-1432.964426877	-56.916996047	-1432.964426877	-56.916996047
far-convex-general	R	19	-1573.720685112	6.617918314	-1573.720685112	6.617918314	-1573.720685112	6.617918314
far-convex-general	R	20	-1714.476943347	70.152832675	-1714.476943347	70.152832675	-1714.476943347	70.152832675
far-convex-general	R	21	-1815.0171278	115.534914361	-1815.0171278	115.534914361	-1815.0171278	115.534914361
far-convex-general	R	22	-1935.665349144	169.993412385	-1935.665349144	169.993412385	-1935.665349144	169.993412385
far-convex-general	R	23	-2036.205533597	215.375494071	-2036.205533597	215.375494071	-2036.205533597	215.375494071
far-convex-general	R	24	-1922.924901186	198.972332016	-1922.924901186	198.972332016	-1922.924901186	198.972332016
far-convex-general	R	25	-1828.397013614	154.931927975	-1828.397013614	154.931927975	-1828.397013614	154.931927975
far-convex-general	R	26	-1714.963548529	102.083443127	-1714.963548529	102.083443127	-1714.963548529	102.083443127
far-convex-general	R	27	-1620.435660957	58.043039087	-1620.435660957	58.043039087	-1620.435660957	58.043039087
far-convex-general	R	28	-1488.096618357	-3.61352657	-1488.096618357	-3.61352657	-1488.096618357	-3.61352657
far-convex-general	R	29	-1355.757575758	-65.270092227	-1355.757575758	-65.270092227	-1355.757575758	-65.270092227
random-00	R	0	16.764289284	74.318801569	16.764289284	74.318801569	16.764289284	74.318801569
